Occupation,Lifespans
Systematic theology,[73]
Publishing,"[93, 90, 83, 63, 85, 73, 56, 71, 64, 65, 65, 83, 76, 91, 95, 77, 94, 73, 66, 90, 75, 88, 72, 79, 78, 84, 82, 72, 83, 73, 59, 80, 91, 83, 87, 66, 66, 78, 73, 86, 79, 83, 60, 74, 91, 69, 60, 76, 76, 73, 81, 63, 42, 82, 93, 80, 55, 38, 77, 77, 87, 81, 72, 76, 58, 91, 71, 87, 53, 76, 71, 87, 88, 85, 78, 61, 76, 78, 82, 56, 69, 82, 79, 77, 80, 42, 74, 70, 84, 87, 68, 82, 56, 96, 63, 83, 77, 80, 87, 46, 67, 61, 66, 61, 75, 72, 96, 82, 72, 70, 90, 67, 84, 83, 80, 74, 71, 94, 87, 71, 59, 95, 75, 62, 62, 64, 74, 65]"
Presbyterian Church of Australia,[87]
Uniting Church in Australia,"[87, 87]"
Pianist,"[77, 91, 66, 74, 70, 78, 79, 78, 70, 40, 88, 91, 42, 87, 83, 84, 85, 45, 48, 93, 59, 92, 48, 81, 73, 109, 66, 70, 55, 90, 84, 88, 70, 68, 86, 72, 89, 88, 47, 86, 92, 73, 86, 82, 74, 78, 73, 74, 41, 80, 79, 94, 72, 82, 61, 65, 63, 63, 85, 98, 45, 67, 85, 75, 65, 63, 86, 72, 66, 94, 83, 59, 71, 77, 77, 53, 79, 69, 72, 77, 38, 78, 42, 99, 83, 85, 74, 78, 51, 61, 65, 57, 89, 62, 69, 76, 85, 70, 62, 70, 65, 90, 74, 71, 85, 75, 47, 51, 57, 88, 58, 68, 69, 55, 77, 67, 86, 73, 68, 75, 48, 39, 90, 69, 61, 47, 72, 97, 69]"
Composer,"[77, 63, 74, 66, 68, 47, 73, 59, 86, 91, 93, 54, 57, 70, 81, 60, 100, 80, 66, 36, 85, 53, 63, 42, 67, 87, 73, 93, 59, 84, 25, 72, 78, 76, 75, 90, 50, 77, 64, 64, 74, 76, 88, 87, 72, 78, 64, 91, 63, 67, 94, 44, 70, 78, 89, 51, 59, 61, 89, 78, 61, 58, 92, 66, 80, 48, 88, 86, 74, 86, 78, 52, 70, 61, 70, 69, 79, 77, 87, 70, 73, 72, 61, 58, 63, 109, 66, 78, 67, 55, 85, 86, 76, 81, 62, 58, 87, 73, 92, 84, 55, 68, 72, 61, 58, 77, 81, 77, 64, 70, 89, 74, 76, 68, 66, 73, 75, 83, 70, 53, 65, 54, 38, 88, 63, 77, 73, 83, 86, 47, 90, 63, 78, 77, 86, 85, 91, 78, 74, 61, 89, 59, 70, 73, 60, 75, 82, 48, 52, 78, 67, 52, 74, 86, 82, 66, 67, 83, 52, 74, 79, 73, 71, 72, 89, 43, 75, 79, 78, 69, 91, 88, 73, 74, 81, 58, 41, 82, 83, 78, 61, 68, 75, 63, 80, 64, 89, 76, 91, 80, 76, 88, 81, 65, 44, 94, 60, 52, 72, 58, 86, 25, 64, 59, 66, 72, 88, 53, 84, 59, 81, 95, 87, 63, 63, 83, 81, 38, 57, 87, 70, 85, 42, 66, 52, 98, 82, 90, 94, 85, 99, 35, 73, 75, 99, 45, 81, 92, 82, 78, 62, 85, 65, 46, 34, 77, 70, 75, 79, 70, 50, 49, 83, 80, 57, 86, 63, 71, 69, 66, 74, 56, 61, 94, 57, 74, 59, 61, 72, 63, 75, 81, 67, 72, 97, 94, 65, 59, 88, 63, 62, 66, 88, 92, 71, 76, 77, 79, 84, 68, 84, 59, 81, 66, 63, 79, 47, 58, 73, 70, 84, 78, 63, 64, 50, 91, 76, 90, 52, 56, 79, 77, 82, 46, 55, 58, 64, 86, 47, 67, 84, 71, 69, 60, 67, 79, 78, 60, 64, 72, 65, 93, 36, 77, 82, 94, 60, 78, 55, 41, 66, 89, 76, 68, 65, 85, 80, 80, 83, 66, 65, 71, 72, 88, 84, 57, 89, 70, 74, 90, 48, 81, 55, 65, 62, 66, 71, 65, 47, 82, 80, 63, 41, 81, 95, 50, 84, 62, 87, 96, 67, 84, 63, 85, 82, 78, 67, 73, 48, 68, 89, 73, 71, 92, 80, 65, 76, 76, 81, 89, 71, 84, 74, 61, 75, 56, 70, 55, 34, 87, 70, 73, 57, 92, 87, 79, 76, 80, 81, 61, 52, 75, 87, 89, 62, 70, 75, 58, 78, 69, 77, 60, 53, 67, 68, 85, 67, 76, 72, 85, 70, 77, 83, 43, 63, 79, 73, 62, 76, 31, 58, 75, 83, 60, 80, 90, 53, 72, 65, 82, 74, 70, 74, 56, 85, 77, 60, 70, 89, 75, 75, 69, 72, 80, 78, 76, 63, 78, 96, 59, 29, 54, 51, 76, 68, 60, 52, 70, 72, 85, 73, 79, 67, 87, 88, 59, 64, 68, 70, 88, 69, 68, 89, 66, 85, 91, 68, 91, 58, 84, 40, 62, 65, 77, 60, 58, 61, 83, 61, 78, 71, 61, 69, 44, 43, 58, 66, 65, 74, 67, 67, 83, 62, 71, 76, 43, 61, 83, 77, 75, 85, 69, 55, 83, 64, 67, 71, 90, 84, 47, 78, 70, 78, 63, 77, 78, 76, 93, 83, 55, 69, 62, 56, 89, 68, 64, 76, 48, 85, 78, 88, 63, 83, 75, 84, 91, 70, 86, 31, 39, 90, 79, 61, 80, 96, 87, 71, 78, 89, 67, 69, 50, 63, 40, 61, 88, 63, 72, 93, 97, 90, 59, 78, 84, 68, 91, 69, 91, 95, 68, 52, 91, 43]"
Her Majesty's Diplomatic Service,"[100, 71, 69, 84, 89, 56, 62, 93, 87]"
Veterinary medicine,"[60, 85]"
Northrop Corporation,"[80, 86, 62, 99]"
Architect,"[60, 94, 78, 68, 67, 60, 65, 52, 95, 86, 82, 83, 67, 71, 77, 74, 79, 86, 84, 89, 68, 51, 95, 55, 70, 98, 72, 67, 59, 51, 57, 82, 85, 65, 68, 63, 74, 93, 73, 82, 57, 100, 77, 81, 73, 56, 73, 60, 63, 94, 90, 71, 69, 62, 77, 82, 91, 70, 75, 85, 51, -1718, 68, 68, 73, 60, 73, 61, 93, 81, 55, 72, 87, 72, 71, 86, 69, 100, 88, 70, 71, 69, 82, 53, 71, 72, 64, 86, 70, 74, 45, 33, 99, 75, 86, 88, 92, 72, 81, 81, 78, 75, 77, 87, 53, 62, 95, 70, 72, 69, 87, 69, 74, 78, 61, 72, 84, 89, 69, 101, 74, 87, 84, 56, 80, 84, 51, 83, 90, 55, 90, 92, 80, 77, 86, 63, 64, 75, 69, 83, 77, 53, 51, 50, 93, 84, 63, 84, 73, 84, 90, 49, 56, 87, 95, 87, 72, 28, 80, 68, 73, 84, 66, 86, 79, 83, 71, 87, 75, 74, 77, 77, 87, 91, 67, 84, 81, 87, 49, 53, 85, 86, 97, 60, 57, 73, 67, 97, 96, 83, 77, 74, 82, 68, 97, 62, 71, 77, 80, 77, 57, 81, 76, 83, 64, 85, 80, 46, 70, 84, 78, 54, 61, 84, 93, 58, 44, 84, 71, 91, 60, 83, 69, 0, 81, 83, 76, 65, 69, 89, 79, 78, 77, 71, 62, 93, 72, 82, 61, 69]"
Constables and Governors of Windsor Castle,[65]
Royal Company of Archers,"[93, 84, 74]"
Master of Philosophy,[93]
Naval Review,[93]
Commercial art,"[83, 75, 87, 64]"
University of Virginia School of Medicine,[89]
Journalist,"[68, 80, 30, 71, 76, 59, 92, 77, 60, 52, 72, 65, 37, 44, 75, 77, 82, 82, 71, 79, 50, 74, 73, 60, 75, 81, 67, 46, 80, 67, 71, 84, 81, 62, 69, 70, 66, 84, 65, 59, 54, 42, 44, 75, 55, 90, 65, 77, 74, 95, 57, 50, 90, 72, 47, 91, 95, 84, 76, 86, 68, 87, 65, 67, 82, 90, 67, 90, 90, 34, 83, 75, 83, 35, 43, 75, 67, 73, 52, 57, 92, 51, 86, 70, 93, 87, 40, 81, 79, 51, 73, 57, 93, 90, 77, 88, 64, 55, 65, 78, 81, 100, 73, 63, 87, 58, 77, 69, 91, 85, 36, 78, 88, 66, 46, 70, 63, 53, 48, 92, 61, 45, 37, 88, 70, 64, 54, 66, 73, 89, 73, 75, 82, 77, 87, 71, 66, 69, 78, 87, 72, 46, 73, 67, 63, 65, 79, 72, 31, 69, 86, 54, 78, 67, 85, 55, 48, 64, 82, 90, 57, 72, 52, 66, 94, 81, 62, 56, 73, 83, 99, 65, 89, 64, 80, 35, 50, 87, 75, 84, 71, 59, 72, 74, 76, 79, 73, 69, 92, 86, 58, 66, 70, 64, 82, 91, 78, 87, 66, 51, 73, 65, 63, 75, 69, 72, 67, 87, 61, 44, 62, 65, 39, 49, 68, 91, 54, 78, 44, 93, 92, 69, 60, 80, 90, 59, 34, 91, 72, 50, 86, 82, 88, 63, 57, 69, 76, 71, 79, 88, 51, 66, 83, 88, 60, 33, 80, 94, 55, 78, 72, 62, 80, 45, 43, 81, 73, 67, 64, 82, 84, 66, 59, 60, 73, 45, 55, 82, 78, 87, 50, 60, 83, 96, 86, 82, 77, 66, 77, 80, 75, 74, 87, 81, 79, 93, 66, 84, 90, 68, 69, 57, 86, 75, 70, 82, 76, 86, 94, 53, 31, 47, 88, 58, 30, 75, 70, 57, 90, 42, 69, 74, 84, 85, 52, 78, 86, 68, 97, 80, 67, 55, 62, 65, 76, 86, 82, 57, 76, 86, 79, 81, 35, 73, 66, 82, 86, 53, 74, 87, 73, 70, 49, 71, 80, 53, 79, 46, 63, 99, 85, 98, 64, 58, 72, 88, 87, 93, 61, 50, 83, 61, 86, 79, 66, 89, 65, 61, 80, 93, 74, 89, 66, 78, 83, 57, 32, 80, 87, 82, 80, 64, 66, 85, 76, 89, 83, 94, 74, 61, 55, 44, 48, 42, 79, 70, 63, 68, 69, 96, 52, 40, 65, 67, 45, 84, 40, 90, 94, 59, 78, 62, 75, 56, 76, 81, 79, 74, 66, 49, 35, 71, 73, 89, 25, 53, 63, 55, 86, 57, 84, 81, 73, 86, 28, 88, 56, 55, 57, 27, 72, 25, 39, 65, 56, 73, 83, 55, 76, 91, 73, 49, 79, 46, 66, 54, 67, 76, 70, 88, 83, 75, 69, 76, 48, 73, 70, 87, 61, 93, 71, 81, 72, 79, 53, 77, 51, 83, 49, 79, 43, 80, 48, 48, 66, 86, 79, 79, 57, 37, 63, 65, 52, 41, 75, 96, 54, 65, 70, 85, 93, 84, 81, 70, 82, 62, 52, 49, 35, 59, 39, 75, 95, 83, 69, 90, 77, 87, 71, 80, 56, 71, 79, 66, 77, 73, 63, 84, 62, 93, 45, 79, 56, 92, 65, 61, 89, 58, 79, 63, 63, 80, 61, 85, 51, 83, 70, 82, 84, 60, 78, 52, 69, 56, 74, 73, 35, 45, 86, 61, 84, 84, 82, 64, 92, 78, 62, 76, 85, 33, 69, 70, 88, 64, 61, 77, 42, 93, 88, 89, 78, 88, 63, 55, 72, 75, 75, 77, 68, 73, 67, 35, 84, 69, 42, 61, 56, 59, 83, 76, 103, 75, 30, 50, 61, 71, 58, 69, 57, 86, 79, 78, 70, 64, 97, 75, 67, 47, 28, 68, 42, 62, 58, 67, 54, 72, 66, 86, 78, 73, 60, 64, 95, 53, 47, 90, 63, 77]"
Real estate development,"[87, 71, 96, 55, 69, 77, 71, 53, 47, 90, 33, 61, 70, 72, 58, 84, 53, 92, 75, 71, 85, 80, 63, 90, 69, 95, 66, 90, 72, 71, 75, 81, 68, 59, 43, 93]"
List of climate scientists,[73]
Abbasid Caliphate,[55]
Vizier,[55]
General contractor,"[64, 57, 74, 66, 76, 91, 77, 83, 65, 78, 80, 73, 57, 78, -1582, 58, 65, 77, 81, 49, 66]"
Poet,"[55, 65, 30, 61, 80, 54, 75, 88, 39, 82, 45, 39, 69, 44, 49, 56, 47, 28, 84, 88, 74, 79, 60, 73, 84, 70, 67, 80, 81, 80, 36, 25, 77, 84, 57, 59, 72, 59, 74, 78, 55, 65, 42, 81, 79, 100, 56, 85, 60, 68, 84, 56, 81, 76, 66, 83, 28, 77, 51, 90, 52, 45, 79, 65, 70, 38, 79, 67, 50, 67, 81, 88, 34, 66, 66, 86, 41, 87, 56, 79, 69, 36, 52, 82, 88, 62, 87, 89, 20, 49, 50, 71, 71, 73, 82, 57, 56, 87, 76, 87, 62, 68, 51, 42, 86, 73, 86, 76, 79, 82, 56, 100, 47, 64, 24, 36, 56, 83, 27, 56, 77, 85, 63, 54, 31, 34, 72, 84, 80, 38, 61, 45, 37, 23, 90, 74, 75, 71, 78, 69, 82, 79, 54, 69, 63, 76, 78, 33, 57, 60, 27, 52, 41, 77, 67, 92, 85, 64, 77, 74, 78, 69, 93, 84, 50, 90, 34, 75, 73, 56, 85, 86, 86, 32, 22, 46, 84, 73, 45, 43, 86, 79, 71, 90, 88, 62, 73, 82, 47, 91, 89, 61, 0, 53, 74, 65, 32, 61, 87, 69, 33, 77, 89, 90, 55, 75, 86, 72, 63, 79, 43, 47, 56, 79, 88, 23, 60, 83, 73, 21, 59, 28, 72, 71, 66, 82, 72, 69, 85, 93, 47, 60, 62, 35, 83, 83, 80, 86, 88, 36, 69, 79, 70, 86, 65, 43, 35, 79, 79, 68, 47, 86, 62, 75, 76, 88, 48, 73, 47, 63, 82, 77, 81, 82, 78, 69, 62, 74, 88, 36, 76, 75, 76, 47, 66, 89, 64, 64, 58, 80, 62, 58, 59, 58, 41, 75, 79, 87, 82, 36, 75, 75, 77, 67, 61, 70, 61, 72, 53, 81, 77, 21, 57, 53, 98, 86, 70, 57, 49, 50, 80, 87, 81, 50, 83, 68, 66, 29, 85, 54, 96, 73, 63, 98, 72, 58, 63, 70, 79, 84, 73, 32, 53, 44, 73, 96, 76, 31, 76, 87, 59, 79, 53, 94, 46, 61, 78, 36, 61, 73, 94, 64, 23, 58, 102, 24, 67, 76, 38, 93, 53, 72, 82, 83, 61, 53, 53, 62, 65, 63, 74, 45, 81, 69, 83, 54, 67, 75, 31, 74, 76, 35, 60, 64, 57, 53, 63, 55, 61, 70, 71, 85, 82, 69, 34, 62, 41, 33, 83, 69, 79, 78, 73, 49, 33, 30, 73, 53, 85, 36, 61, 72, 33, 59, 78, 84, 25, 52, 92, 89, 63, 71, 65, 69, 79, 85, 60, 65, 66, 55, 61, 78, 92, 78, 48, 88, 53, 88, 87, 48, 94, 76, 59, 75, 51, 45, 80, 38, 39, 35, 40, 82, 63, 77, 50, 29, 82, 82, 71, 64, 77, 69, 76, 87, 63, 76, 71, 88, 68, 75, 58, 65, 70, 67, 92, 32, 24, 57, 74, 42, 63, 83, 92, 21, 63, 77, 78, 88, 60, 57, 94, 79, 63, 70, 35, 64, 45, 38, 55, 92, 58, 65, 71, 41, 100, 72, 62, 74, 73, 76, 54, 79, 87, 53, 72, 85, 73, 78, 36, 52, 82, 40, 76, 61, 43, 73, 88, 79, 42, 92, 68, 31, 59, 77, 72, 70, 62, 90, 74, 63, 57, 60, 33, 70, 80, 86, 65, 60, 84, 63, 57, 62, 95, 75, 81, 85, 81, 63, 65, 50, 61, 69, 71, 68, 72]"
Opera,"[78, 78, 83, 53, 48, 82, 79, 54, 87, 70, 90, 93, 75, 93, 83, 84, 89, 82, 51, 67, 72, 87, 42, 70, 87, 90, 89, 87, 73, 76, 72, 97, 85, 84, 41, 69, 60]"
Governors Island,[70]
Armed Forces Retirement Home,[70]
Kabuki,"[38, 59, 65, 76, 46, 61]"
Voice acting,"[83, 78, 79, 77, 65, 95, 74, 82, 64, 71, 85, 96, 96, 78, 50, 87, 74, 75, 88, 68, 81, 82, 75, 77, 79, 67, 81, 76, 67, 82, 58, 85, 76, 67, 75, 58, 80, 62, 75, 80, 74, 63, 89, 73, 82, 68, 83, 81, 79, 72, 43, 57, 72, 85, 85, 52, 68, 71, 62, 72, 86, 63, 98, 60, 53, 60, 62, 73, 67, 75, 58, 71, 88, 58, 57, 85, 76, 73, 58, 91, 59, 64, 73, 68, 81, 69, 74, 72, 82, 85, 88, 89, 81, 58, 59, 62, 72]"
Bishop,"[55, 88, 82, 79, 88, 92, 83, 82, 63, 81, 23, 71, 89, 81, 1366, 76, 71, 79, 67, 70, 89, 73, 60, 91, 67, 73, 70, 77, 73, 81, 58, 92]"
Evangelism,"[55, 79, 98, 88, 90, 81, 79, 61, 88, 56, 81, 43, 72, 64, 67, 85, 82, 84, 73, 59, 70, 89, 92, 72, 69, 84, 52, 91, 69, 93, 65, 92, 85, 65, 90, 57, 61]"
Pastor,"[55, 96, 68, 68, 63, 80, 81, 93, 71, 86, 88, 104, 74, 39, 88, 80, 76, 75, 67, 64, 35, 83, 93, 76, 88, 73, 77, 74, 61, 91, 83, 71, 82, 69, 63, 86, 67]"
Mount Sinai Holy Church of America,[55]
Women's rights,"[69, 87, 79, 72, 82, 67, 86, 76, 81, 92]"
Civil and political rights,"[69, 40, 55, 84, 76, 91, 77, 100, 69, 79, 83, 66, 79, 71, 77, 71, 73, 86, 104, 92, 76, 62, 63, 74, 50, 46, 95, 95, 60]"
Diplomat,"[89, 70, 47, 69, 60, 69, 70, 53, 90, 81, 84, 83, 50, 67, 85, 84, 63, 71, 69, 63, 78, 84, 81, 96, 75, 78, 89, 89, 85, 51, 65, 68, 73, 67, 62, 92, 75, 48, 82, 62, 97, 84, 88, 86, 63, 76, 56, 87, 66, 72, 59, 53, 95, 89, 87, 64, 75, 81, 77, 77, 66, 89, 85, 62, 86, 86, 75, 77, 90, 66, 59, 79, 71, 87, 82, 88, 91, 91, 71, 59, 77, 77, 66, 65, 82, 44, 81, 85, 88, 63, 63, 80, 39, 93, 42, 81, 73, 72, 69, 72, 86, 59, 92, 40, 84, 92, 0, 92, 86, 76, 71, 71, 35, 78, 85, 87, 44, 75, 71, 44, 83, 48, 93, 75, 65, 84, 39, 60, 49, 66, 42, 56, 80, 82, 88, 86, 55, 73, 76, 74, 82, 75, 73, 64, 81, 72, 85, 77, 83, 35, 86, 74, 50, 91, 72, 48, 75, 74, 49, 74, 95, 94, 59, 82, 39, 72, 57, 63, 60, 88, 59, 69, 80, 88, 80, 53, 81, 70, 74, 81, 77, 93, 59, 101, 84, 76, 79, 92, 74, 78, 41, 84, 56, 73, 76, 84, 51, 67, 76, 103, 54, 72, 60, 95, 65, 77, 55, 91, 65, 61, 97]"
Singing,"[91, 95, 73, 80, 65, 83, 89, 80, 77, 86, 74, 77, 64, 62, 77, 60, 63, 75, 63, 44, 66, 63, 67, 70, 73, 78, 42, 59, 70, 80, 57, 76, 89, 92, 74, 32, 66, 85, 74, 90, 49, 45, 50, 51, 78, 73, 74, 68, 58, 91, 69, 64, 70, 78, 72, 68, 70, 74, 55, 68, 82, 90, 81, 61, 77, 80, 90, 90, 75, 60, 83, 88, 44, 82, 98, 62, 36, 86, 78, 64, 75, 89, 64, 84, 62, 65, 35, 78, 63, 73, 80, 79, 48, 52, 47, 75, 77, 61, 74, 67, 76, 81, 50, 67, 67, 56, 63, 63, 73, 70, 67, 105, 92, 41, 66, 76, 72, 76, 82, 82, 54, 28, 65, 74, 71, 65, 71, 85, 44, 62, 52, 68, 79, 53, 43, 88, 38, 82, 72, 85, 77, 54, 84, 82, 92, 73, 73, 69, 73, 55, 80, 82, 38, 64, 79, 76, 63, 68, 85, 48, 67, 78, 59, 94, 86, 91, 61, 84, 85, -1911, 86, 59, 76, 57, 73, 40, 83, 71, 76, 82, 67, 66, 73, 89, 75, 70, 65, 70, 73, 68, 54, 70, 64, 77, 1982, 73, 88, 74, 60, 64, 67, 64, 65, 54, 29, 98, 52, 64, 78, -5, 75, 81, 83, 74, 39, 80, 71, 44, 48, 63, 80, 84, 39, 96, 61, 56, 54, 65, 76, 79, 71, 47, 92, 46, 85, 77, 71, 73, 74, 75, 70, 79, 86, 76, 81, 35, 46, 69, 49, 65, 78, 82, 61, 70, 65, 84, 57, 70, 86, 30, 72, 42, 66, 64, 70, 39, 76, 79, 90, 35, 80, 82, 53, 72, 68, 62, 45, 76, 62, 76, 82, 68, 67, 58, 64, 75, 90, 72, 67, 46, 35, 74, 58, 34, 88, 72, 58, 65, 43, 80, 72, 71, 58, 75, 51, 60, 48, 56, 59, 71, 47, 50, 44, 65, 69, 41, 75, 72, 55, 67, 82, 59, 50, 74, 86, 89, 71, 60, 69, 77, 47, 81, 64, 79, 81, 73, 63, 72, 63, 74, 41, 95, 78, 73, 65, 80, 39, 76, 63, 77, 91, 56, 27, 58, 64, 40, 63, 95, 57, 71, 71, 89, 68, 40, 49, 76, 63, 74, 34, 54, 78, 92, 80, 79, 63, 81, 43, 96, 72, 69, 59, 72, 73, 51, 73, 86, 89, 69, 55, 81, 87, 31, 47, 71, 67, 74, 41, 1990, 77, 82, 59, 70, 66, 82, 50, 73, 69, 75, 57, 70, 41, 79, 72, 72, 91, 66, 66, 65, 59, 76, 90, 77, 77, 61, 68, 64, 58, 63, 87, 86, 70, 70, 62, 89, 76, 75, 68, 90, 78, 81, 61, 51, 69, 52, 94, 50, 71, 66, 74, 96, 70, 48, 33, 47, 51, 50, 62, 57, 52, 61, 64, 86, 72, 55, 48, 91, 67, 64, 77, 43, 72, 97, 76, 71, 34, 83, 44, 95, 68, 43, 57, 57, 73, 96, 79, 77, 96, 85, 55, 62, 73, 68, 76, 54, 39, 66, 46, 32, 84, 82, 74, 72, 47, 74, 87, 75, 95, 80, 70, 71, 64, 70, 84, 73, 81, 92, 52, 78, 52, 65, 87, 61, 80, 80, 82, 69, 72, 60, 41, 61, 43, 65, 64, 75, 71, 79, 80, 61, 45, 70, 56, 64, 65, 90, 91, 50, 74, 67, 52, 71, 67, 75, 76, 47, 60, 69, 40, 83, 80, 87, 78, 92, 52, 57, 53, 62, 48, 30, 70, 85, 86, 29, 62, 83, 88, 40, 57, 85, 82, 63, 65, 70, 58, 88, 62, 59, 60, 95, 65, 76, 55, 65, 77, 70, 93, 68, 83, 56, 44, 61, 80, 69, 58, 97, 86, 65, 34, 47, 63, 77, 76, 98, 71, 51, 74, 69, 63, 55, 66, 52, 73, 60, 67, 89, 93, 71, 39, 96, 54, 85, 78, 47, 73, 43, 85, 55, 72, 74, 43, 67, 76, 56, 97, 58, 45, 82, 47, 47, 81, 45, 63, 81, 86, 41, 74, 103, 50, 70, 76, 59, 69, 85, 86, 85, 73, 100, 68, 51, 59, 77, 68, 73, 59, 56, 75, 66, 99, 66, 84, 79, 64, 65, 85, 73, 62, 44, 38, 87, 76, 69, 59, 70, 51, 79, 77, 36, 59, 62, 59, 54, 49, 92, 57, 63, 59, 69, 72, 88, 56, 65, 60, 85, 57, 47, 54, 62, 78, 59, 78, 95, 68, 79, 85, 42, 68, 79, 88, 35, 64, 79, 75, 81, 66]"
Philology,"[31, 65, 78, 51, 62, 96, 82, 31, 60, 77, 79, 50, 56, 73, 79, 90, 72, 63, 80, 36, 87, 86, 74, 47, 83, 72, 76, 32, 54, 51, 67, 64, 54, 73, 83, 56, 76, 69, 63, 62, 72, 67, 90, 85, 61, 67, 88, 73, 81, 63, 72, 22, 51, 87, 43, 86, 59, 75, 80]"
Teacher,"[91, 90, 36, 63, 74, 57, 66, 57, 77, 42, 88, 78, 82, 45, 79, 63, 67, 84, 66, 87, 70, 75, 87, 53, 76, 72, 34, 63, 82, 53, 74, 83, 102, 93, 50, 79, 64, 65, 94, 90, 69, 38, 63, 90, 52, 54, 74, 83, 97, 38, 94, 87, 71, 84, 83, 56, 69, 69, 67, 43, 74, 74, 81, 88, 91, 61, 70, 62, 59, 64, 56, 68, 103, 69, 73, 72, 68, 72, 42, 112, 82, 75, 80, 78, 99, 76, 85, 74, 54, 75, 53, 77, 66, 99, 88, 104, 79, 67, 75, 59, 75, 87, 90, 74, 74, 77, 88, 61, 93, 88, 48, 50, 55, 78, 66, 73, 72, 81, 82, 92, 75, 94, 75, 68, 73, 63, 88, 54, 85, 91, 76, 64, 65, 59, 61, 91, 75, 109, 75, 69, 68, 63, 88, 67, 74, 71, 84, 91, 69, 70, 99, 52, 71, 70, 69, 90, 73, 83, 93, 67, 77, 81, 82, 64, 63, 89, 57, 73, 67, 85, 105, 84, 83, 37, 79, 77, 73, 83, 67, 61, 82, 71, 78, 62, 79, 68, 70, 90, 73, 59, 72, 81, 84, 68, 93, 68, 89, 76, 88, 55, 86, 86, 78, 86, 66, 78, 64, 83, 97, 75, 44, 76, 63, 66, 90, 50, 83, 98, 77, 82, 81, 63, 77, 64, 65, 79, 39, 75, 69, 83, 65, 106, 79, 32, 60, 61, 101, 74, 66, 72, 91, 67, 53, 36, 72, 74, 81, 106, 99, 77, 73, 54, 85, 92, 61, 68, 57, 60, 29, 88, 56, 51, 57, 73, 68, 82, 77, 84, 95, 87, 85, 93, 78, 86, 84, 70, 75, 98, 65, 55, 78, 90, 67, 50, 84, 70, 80, 73, 82, 57, 71, 80, 74, 45, 74, 95, 74, 62, 85, 88, 49, 64, 85, 78, 78, 75, 83, 79, 74, 49, 52, 85, 95, 73, 71, 68, 83, 53, 97, 63, 67, 87, 60, 86, 81, 97, 63, 83, 81, 82, 76, 73, 70, 75, 79, 64, 57, 73, 75, 71, 50, 88, 61, 86, 92, 79, 79, 72, 82, 60, 82, 98, 65, 65, 82, 97, 68, 97, 73, 92, 69, 82, 86, 94, 99, 89, 65, 78, 81, 64, 69, 53, 52, 68, 76, 73, 57, 77, 70, 92, 85, 71, 62, 91, 76, 74, 62, 83, 88, 90, 85, 68, 62, 78, 69, 38, 71, 40, 79, 76, 78, 67, 90, 68, 98, 66, 58, 97, 94, 79, 95, 94, 54]"
